LocationType,Location,TimeFrame,DataFormat,Data
County,Grant,2014,Number,280
County,Grant,2015,Number,230
County,Grant,2016,Number,261
County,Grant,2017,Number,289
County,Grant,2018,Number,357
County,Grant,2019,Number,332
County,Grant,2020,Number,287
County,Grant,2021,Number,292
County,Grant,2022,Number,304
County,Graves,2001,Number,380
County,Graves,2002,Number,425
County,Graves,2003,Number,454
County,Graves,2004,Number,604
County,Graves,2005,Number,637
County,Graves,2006,Number,638
County,Graves,2007,Number,656
County,Graves,2008,Number,622
County,Graves,2009,Number,608
County,Graves,2010,Number,618
County,Graves,2011,Number,638
County,Graves,2012,Number,640
County,Graves,2013,Number,386
County,Graves,2014,Number,328
County,Graves,2015,Number,359
County,Graves,2016,Number,381
County,Graves,2017,Number,400
County,Graves,2018,Number,445
County,Graves,2019,Number,486
County,Graves,2020,Number,435
County,Graves,2021,Number,401
County,Graves,2022,Number,376
County,Grayson,2001,Number,206
County,Grayson,2002,Number,224
County,Grayson,2003,Number,255
County,Grayson,2004,Number,377
County,Grayson,2005,Number,322
County,Grayson,2006,Number,374
County,Grayson,2007,Number,357
County,Grayson,2008,Number,342
County,Grayson,2009,Number,331
County,Grayson,2010,Number,290
County,Grayson,2011,Number,322
County,Grayson,2012,Number,316
County,Grayson,2013,Number,182
County,Grayson,2014,Number,146
County,Grayson,2015,Number,117
County,Grayson,2016,Number,173
County,Grayson,2017,Number,171
County,Grayson,2018,Number,171
County,Grayson,2019,Number,135
County,Grayson,2020,Number,119
County,Grayson,2021,Number,117
County,Grayson,2022,Number,95
County,Green,2001,Number,72
County,Green,2002,Number,79
County,Green,2003,Number,83
County,Green,2004,Number,130
County,Green,2005,Number,130
County,Green,2006,Number,120
County,Green,2007,Number,126
County,Green,2008,Number,131
County,Green,2009,Number,116
County,Green,2010,Number,113
County,Green,2011,Number,122
County,Green,2012,Number,107
County,Green,2013,Number,58
County,Green,2014,Number,52
County,Green,2015,Number,29
County,Green,2016,Number,34
County,Green,2017,Number,49
County,Green,2018,Number,54
County,Green,2019,Number,79
County,Green,2020,Number,90
County,Green,2021,Number,91
County,Green,2022,Number,74
County,Greenup,2001,Number,206
County,Greenup,2002,Number,241
County,Greenup,2003,Number,210
County,Greenup,2004,Number,322
County,Greenup,2005,Number,330
County,Greenup,2006,Number,349
County,Greenup,2007,Number,333
County,Greenup,2008,Number,320
County,Greenup,2009,Number,331
County,Greenup,2010,Number,289
County,Greenup,2011,Number,274
County,Greenup,2012,Number,302
County,Greenup,2013,Number,192
County,Greenup,2014,Number,151
County,Greenup,2015,Number,118
County,Greenup,2016,Number,149
County,Greenup,2017,Number,186
County,Greenup,2018,Number,240
County,Greenup,2019,Number,262
County,Greenup,2020,Number,239
County,Greenup,2021,Number,183
County,Greenup,2022,Number,196
County,Hancock,2001,Number,18
County,Hancock,2002,Number,23
County,Hancock,2003,Number,33
County,Hancock,2004,Number,59
County,Hancock,2005,Number,41
County,Hancock,2006,Number,63
County,Hancock,2007,Number,63
County,Hancock,2008,Number,49
County,Hancock,2009,Number,20
County,Hancock,2010,Number,8
County,Hancock,2011,Number,4
County,Hancock,2012,Number,3
County,Hancock,2013,Number,27
County,Hancock,2014,Number,28
County,Hancock,2015,Number,21
County,Hancock,2016,Number,<10
County,Hancock,2017,Number,<10
County,Hancock,2018,Number,<10
County,Hancock,2019,Number,14
County,Hancock,2020,Number,17
County,Hancock,2021,Number,18
County,Hancock,2022,Number,21
County,Hardin,2001,Number,1348
County,Hardin,2002,Number,1603
County,Hardin,2003,Number,1724
County,Hardin,2004,Number,2862
County,Hardin,2005,Number,2779
County,Hardin,2006,Number,2742
County,Hardin,2007,Number,2724
County,Hardin,2008,Number,2686
County,Hardin,2009,Number,2540
County,Hardin,2010,Number,2487
County,Hardin,2011,Number,2479
County,Hardin,2012,Number,2404
County,Hardin,2013,Number,1484
County,Hardin,2014,Number,1161
County,Hardin,2015,Number,1090
County,Hardin,2016,Number,1243
County,Hardin,2017,Number,1223
County,Hardin,2018,Number,1389
County,Hardin,2019,Number,1356
County,Hardin,2020,Number,1177
County,Hardin,2021,Number,976
County,Hardin,2022,Number,917
County,Harlan,2001,Number,626
County,Harlan,2002,Number,497
County,Harlan,2003,Number,508
County,Harlan,2004,Number,713
County,Harlan,2005,Number,521
County,Harlan,2006,Number,529
County,Harlan,2007,Number,515
County,Harlan,2008,Number,464
County,Harlan,2009,Number,371
County,Harlan,2010,Number,295
County,Harlan,2011,Number,262
County,Harlan,2012,Number,198
County,Harlan,2013,Number,100
County,Harlan,2014,Number,86
County,Harlan,2015,Number,101
County,Harlan,2016,Number,105
County,Harlan,2017,Number,85
County,Harlan,2018,Number,77
County,Harlan,2019,Number,84
County,Harlan,2020,Number,90
County,Harlan,2021,Number,79
County,Harlan,2022,Number,80
County,Harrison,2001,Number,104
County,Harrison,2002,Number,117
County,Harrison,2003,Number,129
County,Harrison,2004,Number,226
County,Harrison,2005,Number,269
County,Harrison,2006,Number,292
County,Harrison,2007,Number,250
County,Harrison,2008,Number,262
County,Harrison,2009,Number,249
County,Harrison,2010,Number,242
County,Harrison,2011,Number,237
County,Harrison,2012,Number,190
County,Harrison,2013,Number,154
County,Harrison,2014,Number,117
County,Harrison,2015,Number,102
County,Harrison,2016,Number,80
County,Harrison,2017,Number,72
County,Harrison,2018,Number,98
County,Harrison,2019,Number,103
County,Harrison,2020,Number,91
County,Harrison,2021,Number,99
County,Harrison,2022,Number,104
County,Hart,2001,Number,47
County,Hart,2002,Number,60
County,Hart,2003,Number,50
County,Hart,2004,Number,69
County,Hart,2005,Number,77
County,Hart,2006,Number,66
County,Hart,2007,Number,62
County,Hart,2008,Number,72
County,Hart,2009,Number,57
County,Hart,2010,Number,92
County,Hart,2011,Number,106
County,Hart,2012,Number,82
County,Hart,2013,Number,52
County,Hart,2014,Number,55
County,Hart,2015,Number,40
County,Hart,2016,Number,37
County,Hart,2017,Number,57
County,Hart,2018,Number,77
County,Hart,2019,Number,112
County,Hart,2020,Number,90
County,Hart,2021,Number,88
County,Hart,2022,Number,90
County,Henderson,2001,Number,417
County,Henderson,2002,Number,441
County,Henderson,2003,Number,427
County,Henderson,2004,Number,715
County,Henderson,2005,Number,740
County,Henderson,2006,Number,758
County,Henderson,2007,Number,785
County,Henderson,2008,Number,764
County,Henderson,2009,Number,710
County,Henderson,2010,Number,646
County,Henderson,2011,Number,706
County,Henderson,2012,Number,622
County,Henderson,2013,Number,451
County,Henderson,2014,Number,378
County,Henderson,2015,Number,331
County,Henderson,2016,Number,318
County,Henderson,2017,Number,380
County,Henderson,2018,Number,425
County,Henderson,2019,Number,458
County,Henderson,2020,Number,389
County,Henderson,2021,Number,287
County,Henderson,2022,Number,241
County,Henry,2001,Number,102
County,Henry,2002,Number,131
County,Henry,2003,Number,130
County,Henry,2004,Number,240
County,Henry,2005,Number,236
County,Henry,2006,Number,243
County,Henry,2007,Number,190
County,Henry,2008,Number,226
County,Henry,2009,Number,204
County,Henry,2010,Number,209
County,Henry,2011,Number,202
County,Henry,2012,Number,201
County,Henry,2013,Number,118
County,Henry,2014,Number,117
County,Henry,2015,Number,102
County,Henry,2016,Number,68
County,Henry,2017,Number,60
County,Henry,2018,Number,80
County,Henry,2019,Number,109
County,Henry,2020,Number,86
County,Henry,2021,Number,72
County,Henry,2022,Number,56
County,Hickman,2001,Number,29
County,Hickman,2002,Number,17
County,Hickman,2003,Number,25
County,Hickman,2004,Number,50
County,Hickman,2005,Number,40
County,Hickman,2006,Number,54
County,Hickman,2007,Number,42
County,Hickman,2008,Number,61
County,Hickman,2009,Number,46
County,Hickman,2010,Number,9
County,Hickman,2011,Number,19
County,Hickman,2012,Number,14
County,Hickman,2013,Number,11
County,Hickman,2014,Number,13
County,Hickman,2015,Number,12
County,Hickman,2016,Number,<10
County,Hickman,2017,Number,<10
County,Hickman,2018,Number,<10
County,Hickman,2019,Number,<10
County,Hickman,2020,Number,10
County,Hickman,2021,Number,<10
County,Hickman,2022,Number,<10
County,Hopkins,2001,Number,441
County,Hopkins,2002,Number,436
County,Hopkins,2003,Number,524
County,Hopkins,2004,Number,735
County,Hopkins,2005,Number,741
County,Hopkins,2006,Number,653
County,Hopkins,2007,Number,672
County,Hopkins,2008,Number,606
County,Hopkins,2009,Number,591
County,Hopkins,2010,Number,595
County,Hopkins,2011,Number,668
County,Hopkins,2012,Number,680
County,Hopkins,2013,Number,484
County,Hopkins,2014,Number,386
County,Hopkins,2015,Number,366
County,Hopkins,2016,Number,383
County,Hopkins,2017,Number,393
County,Hopkins,2018,Number,371
County,Hopkins,2019,Number,289
County,Hopkins,2020,Number,250
County,Hopkins,2021,Number,230
County,Hopkins,2022,Number,210
County,Jackson,2001,Number,110
County,Jackson,2002,Number,123
County,Jackson,2003,Number,132
County,Jackson,2004,Number,158
County,Jackson,2005,Number,165
County,Jackson,2006,Number,160
County,Jackson,2007,Number,151
County,Jackson,2008,Number,105
County,Jackson,2009,Number,80
County,Jackson,2010,Number,40
County,Jackson,2011,Number,39
County,Jackson,2012,Number,29
County,Jackson,2013,Number,<10
County,Jackson,2014,Number,13
County,Jackson,2015,Number,12
County,Jackson,2016,Number,<10
County,Jackson,2017,Number,<10
County,Jackson,2018,Number,10
County,Jackson,2019,Number,52
County,Jackson,2020,Number,53
County,Jackson,2021,Number,54
County,Jackson,2022,Number,46
County,Jefferson,2001,Number,9485
County,Jefferson,2002,Number,12041
County,Jefferson,2003,Number,12856
County,Jefferson,2004,Number,20068
County,Jefferson,2005,Number,20143
County,Jefferson,2006,Number,20082
County,Jefferson,2007,Number,19927
County,Jefferson,2008,Number,19971
County,Jefferson,2009,Number,19958
County,Jefferson,2010,Number,20737
County,Jefferson,2011,Number,22401
County,Jefferson,2012,Number,22548
County,Jefferson,2013,Number,18575
County,Jefferson,2014,Number,15188
County,Jefferson,2015,Number,12207
County,Jefferson,2016,Number,12306
County,Jefferson,2017,Number,11869
County,Jefferson,2018,Number,12928
County,Jefferson,2019,Number,12676
County,Jefferson,2020,Number,10967
County,Jefferson,2021,Number,8926
County,Jefferson,2022,Number,9073
County,Jessamine,2001,Number,399
County,Jessamine,2002,Number,563
County,Jessamine,2003,Number,572
County,Jessamine,2004,Number,909
County,Jessamine,2005,Number,817
County,Jessamine,2006,Number,1056
County,Jessamine,2007,Number,1194
County,Jessamine,2008,Number,1252
County,Jessamine,2009,Number,1090
County,Jessamine,2010,Number,1021
County,Jessamine,2011,Number,1097
County,Jessamine,2012,Number,1182
County,Jessamine,2013,Number,870
County,Jessamine,2014,Number,745
County,Jessamine,2015,Number,719
County,Jessamine,2016,Number,775
County,Jessamine,2017,Number,796
County,Jessamine,2018,Number,860
County,Jessamine,2019,Number,906
County,Jessamine,2020,Number,729
County,Jessamine,2021,Number,627
County,Jessamine,2022,Number,587
County,Johnson,2001,Number,160
County,Johnson,2002,Number,157
County,Johnson,2003,Number,141
County,Johnson,2004,Number,225
County,Johnson,2005,Number,198
County,Johnson,2006,Number,222
County,Johnson,2007,Number,248
County,Johnson,2008,Number,284
County,Johnson,2009,Number,263
County,Johnson,2010,Number,254
County,Johnson,2011,Number,236
County,Johnson,2012,Number,233
County,Johnson,2013,Number,145
County,Johnson,2014,Number,116
County,Johnson,2015,Number,105
County,Johnson,2016,Number,123
County,Johnson,2017,Number,115
County,Johnson,2018,Number,123
County,Johnson,2019,Number,123
County,Johnson,2020,Number,124
County,Johnson,2021,Number,129
County,Johnson,2022,Number,99
County,Kenton,2001,Number,1283
County,Kenton,2002,Number,1438
County,Kenton,2003,Number,1604
County,Kenton,2004,Number,2820
County,Kenton,2005,Number,3288
County,Kenton,2006,Number,3553
County,Kenton,2007,Number,3428
County,Kenton,2008,Number,3594
County,Kenton,2009,Number,3358
County,Kenton,2010,Number,3376
County,Kenton,2011,Number,3635
County,Kenton,2012,Number,3698
County,Kenton,2013,Number,2784
County,Kenton,2014,Number,2397
County,Kenton,2015,Number,2125
County,Kenton,2016,Number,2149
County,Kenton,2017,Number,2149
County,Kenton,2018,Number,2320
County,Kenton,2019,Number,2540
County,Kenton,2020,Number,1929
County,Kenton,2021,Number,1544
County,Kenton,2022,Number,1435
County,Knott,2001,Number,127
County,Knott,2002,Number,128
County,Knott,2003,Number,96
County,Knott,2004,Number,144
County,Knott,2005,Number,148
County,Knott,2006,Number,149
County,Knott,2007,Number,126
County,Knott,2008,Number,137
County,Knott,2009,Number,87
County,Knott,2010,Number,46
County,Knott,2011,Number,35
County,Knott,2012,Number,24
County,Knott,2013,Number,24
County,Knott,2014,Number,18
County,Knott,2015,Number,12
County,Knott,2016,Number,<10
County,Knott,2017,Number,<10
County,Knott,2018,Number,<10
County,Knott,2019,Number,20
County,Knott,2020,Number,18
County,Knott,2021,Number,19
County,Knott,2022,Number,17
County,Knox,2001,Number,600
County,Knox,2002,Number,554
County,Knox,2003,Number,564
County,Knox,2004,Number,877
County,Knox,2005,Number,955
County,Knox,2006,Number,977
County,Knox,2007,Number,953
County,Knox,2008,Number,963
County,Knox,2009,Number,1010
County,Knox,2010,Number,1095
County,Knox,2011,Number,1099
County,Knox,2012,Number,1071
County,Knox,2013,Number,603
County,Knox,2014,Number,490
County,Knox,2015,Number,379
County,Knox,2016,Number,492
County,Knox,2017,Number,537
County,Knox,2018,Number,528
County,Knox,2019,Number,441
County,Knox,2020,Number,419
County,Knox,2021,Number,427
County,Knox,2022,Number,445
County,Larue,2001,Number,105
County,Larue,2002,Number,132
County,Larue,2003,Number,157
County,Larue,2004,Number,252
County,Larue,2005,Number,282
County,Larue,2006,Number,325
County,Larue,2007,Number,347
County,Larue,2008,Number,310
County,Larue,2009,Number,287
County,Larue,2010,Number,299
County,Larue,2011,Number,264
County,Larue,2012,Number,273
County,Larue,2013,Number,189
County,Larue,2014,Number,165
County,Larue,2015,Number,105
County,Larue,2016,Number,148
County,Larue,2017,Number,129
County,Larue,2018,Number,126
County,Larue,2019,Number,158
County,Larue,2020,Number,120
County,Larue,2021,Number,108
County,Larue,2022,Number,108
County,Laurel,2001,Number,522
County,Laurel,2002,Number,674
County,Laurel,2003,Number,709
County,Laurel,2004,Number,1147
County,Laurel,2005,Number,1134
County,Laurel,2006,Number,1046
County,Laurel,2007,Number,823
County,Laurel,2008,Number,771
County,Laurel,2009,Number,611
County,Laurel,2010,Number,582
County,Laurel,2011,Number,504
County,Laurel,2012,Number,421
County,Laurel,2013,Number,422
County,Laurel,2014,Number,316
County,Laurel,2015,Number,231
County,Laurel,2016,Number,199
County,Laurel,2017,Number,206
County,Laurel,2018,Number,281
County,Laurel,2019,Number,395
County,Laurel,2020,Number,364
County,Laurel,2021,Number,271
County,Laurel,2022,Number,271
County,Lawrence,2001,Number,66
County,Lawrence,2002,Number,42
County,Lawrence,2003,Number,51
County,Lawrence,2004,Number,127
County,Lawrence,2005,Number,93
County,Lawrence,2006,Number,106
County,Lawrence,2007,Number,95
County,Lawrence,2008,Number,92
County,Lawrence,2009,Number,95
County,Lawrence,2010,Number,97
County,Lawrence,2011,Number,87
County,Lawrence,2012,Number,68
County,Lawrence,2013,Number,43
County,Lawrence,2014,Number,27
County,Lawrence,2015,Number,<10
County,Lawrence,2016,Number,<10
County,Lawrence,2017,Number,<10
County,Lawrence,2018,Number,<10
County,Lawrence,2019,Number,17
County,Lawrence,2020,Number,13
County,Lawrence,2021,Number,13
County,Lawrence,2022,Number,12
County,Lee,2001,Number,68
County,Lee,2002,Number,66
County,Lee,2003,Number,52
County,Lee,2004,Number,103
County,Lee,2005,Number,102
County,Lee,2006,Number,72
County,Lee,2007,Number,65
County,Lee,2008,Number,78
County,Lee,2009,Number,83
County,Lee,2010,Number,83
County,Lee,2011,Number,82
County,Lee,2012,Number,79
County,Lee,2013,Number,69
County,Lee,2014,Number,69
County,Lee,2015,Number,68
County,Lee,2016,Number,98
County,Lee,2017,Number,84
County,Lee,2018,Number,94
County,Lee,2019,Number,83
County,Lee,2020,Number,69
County,Lee,2021,Number,64
County,Lee,2022,Number,75
County,Leslie,2001,Number,69
County,Leslie,2002,Number,66
County,Leslie,2003,Number,62
County,Leslie,2004,Number,108
County,Leslie,2005,Number,83
County,Leslie,2006,Number,55
County,Leslie,2007,Number,29
County,Leslie,2008,Number,15
County,Leslie,2009,Number,10
County,Leslie,2010,Number,10
County,Leslie,2011,Number,15
County,Leslie,2012,Number,9
County,Leslie,2013,Number,18
County,Leslie,2014,Number,<10
County,Leslie,2015,Number,<10
County,Leslie,2016,Number,11
County,Leslie,2017,Number,11
County,Leslie,2018,Number,15
County,Leslie,2019,Number,21
County,Leslie,2020,Number,15
County,Leslie,2021,Number,10
County,Leslie,2022,Number,13
County,Letcher,2001,Number,216
County,Letcher,2002,Number,214
County,Letcher,2003,Number,149
County,Letcher,2004,Number,194
County,Letcher,2005,Number,203
County,Letcher,2006,Number,174
County,Letcher,2007,Number,142
County,Letcher,2008,Number,120
County,Letcher,2009,Number,107
County,Letcher,2010,Number,84
County,Letcher,2011,Number,82
County,Letcher,2012,Number,69
County,Letcher,2013,Number,59
County,Letcher,2014,Number,48
County,Letcher,2015,Number,25
County,Letcher,2016,Number,23
County,Letcher,2017,Number,30
County,Letcher,2018,Number,39
County,Letcher,2019,Number,41
County,Letcher,2020,Number,11
County,Letcher,2021,Number,14
County,Letcher,2022,Number,21
County,Lewis,2001,Number,66
County,Lewis,2002,Number,93
County,Lewis,2003,Number,113
County,Lewis,2004,Number,131
County,Lewis,2005,Number,155
County,Lewis,2006,Number,144
County,Lewis,2007,Number,123
County,Lewis,2008,Number,90
County,Lewis,2009,Number,64
County,Lewis,2010,Number,64
County,Lewis,2011,Number,74
County,Lewis,2012,Number,76
County,Lewis,2013,Number,45
County,Lewis,2014,Number,52
County,Lewis,2015,Number,51
County,Lewis,2016,Number,45
County,Lewis,2017,Number,51
County,Lewis,2018,Number,67
County,Lewis,2019,Number,72
County,Lewis,2020,Number,61
County,Lewis,2021,Number,27
County,Lewis,2022,Number,39
County,Lincoln,2001,Number,141
County,Lincoln,2002,Number,168
County,Lincoln,2003,Number,154
County,Lincoln,2004,Number,313
County,Lincoln,2005,Number,301
County,Lincoln,2006,Number,312
County,Lincoln,2007,Number,284
County,Lincoln,2008,Number,325
County,Lincoln,2009,Number,185
County,Lincoln,2010,Number,147
County,Lincoln,2011,Number,105
County,Lincoln,2012,Number,72
County,Lincoln,2013,Number,139
County,Lincoln,2014,Number,115
County,Lincoln,2015,Number,103
County,Lincoln,2016,Number,73
County,Lincoln,2017,Number,108
County,Lincoln,2018,Number,153
County,Lincoln,2019,Number,192
County,Lincoln,2020,Number,156
County,Lincoln,2021,Number,134
County,Lincoln,2022,Number,156
County,Livingston,2001,Number,8
County,Livingston,2002,Number,38
County,Livingston,2003,Number,26
County,Livingston,2004,Number,60
County,Livingston,2005,Number,69
County,Livingston,2006,Number,75
County,Livingston,2007,Number,72
County,Livingston,2008,Number,40
County,Livingston,2009,Number,26
County,Livingston,2010,Number,31
County,Livingston,2011,Number,38
County,Livingston,2012,Number,44
County,Livingston,2013,Number,34
County,Livingston,2014,Number,34
County,Livingston,2015,Number,26
County,Livingston,2016,Number,<10
County,Livingston,2017,Number,13
County,Livingston,2018,Number,17
County,Livingston,2019,Number,55
County,Livingston,2020,Number,57
County,Livingston,2021,Number,59
County,Livingston,2022,Number,43
County,Logan,2001,Number,142
County,Logan,2002,Number,184
County,Logan,2003,Number,188
County,Logan,2004,Number,255
County,Logan,2005,Number,301
County,Logan,2006,Number,298
County,Logan,2007,Number,227
County,Logan,2008,Number,188
County,Logan,2009,Number,162
County,Logan,2010,Number,159
County,Logan,2011,Number,180
County,Logan,2012,Number,244
County,Logan,2013,Number,189
County,Logan,2014,Number,180
County,Logan,2015,Number,172
County,Logan,2016,Number,184
County,Logan,2017,Number,216
County,Logan,2018,Number,233
County,Logan,2019,Number,259
County,Logan,2020,Number,230
County,Logan,2021,Number,203
County,Logan,2022,Number,207
County,Lyon,2001,Number,29
County,Lyon,2002,Number,25
County,Lyon,2003,Number,20
County,Lyon,2004,Number,25
County,Lyon,2005,Number,31
County,Lyon,2006,Number,37
County,Lyon,2007,Number,32
County,Lyon,2008,Number,45
County,Lyon,2009,Number,27
County,Lyon,2010,Number,35
County,Lyon,2011,Number,27
County,Lyon,2012,Number,23
County,Lyon,2013,Number,<10
County,Lyon,2014,Number,<10
County,Lyon,2015,Number,11
County,Lyon,2016,Number,17
County,Lyon,2017,Number,15
County,Lyon,2018,Number,<10
County,Lyon,2019,Number,25
County,Lyon,2020,Number,23
County,Lyon,2021,Number,16
County,Lyon,2022,Number,16
County,McCracken,2001,Number,1313
County,McCracken,2002,Number,1342
County,McCracken,2003,Number,1283
County,McCracken,2004,Number,1912
County,McCracken,2005,Number,1807
County,McCracken,2006,Number,1825
County,McCracken,2007,Number,1695
County,McCracken,2008,Number,1800
County,McCracken,2009,Number,1780
County,McCracken,2010,Number,1601
County,McCracken,2011,Number,1516
County,McCracken,2012,Number,1422
County,McCracken,2013,Number,999
County,McCracken,2014,Number,829
County,McCracken,2015,Number,824
County,McCracken,2016,Number,932
County,McCracken,2017,Number,877
County,McCracken,2018,Number,913
County,McCracken,2019,Number,926
County,McCracken,2020,Number,860
County,McCracken,2021,Number,731
County,McCracken,2022,Number,774
County,McCreary,2001,Number,177
County,McCreary,2002,Number,227
County,McCreary,2003,Number,242
County,McCreary,2004,Number,415
County,McCreary,2005,Number,394
County,McCreary,2006,Number,423
County,McCreary,2007,Number,370
County,McCreary,2008,Number,326
County,McCreary,2009,Number,267
County,McCreary,2010,Number,214
County,McCreary,2011,Number,178
County,McCreary,2012,Number,174
County,McCreary,2013,Number,114
County,McCreary,2014,Number,66
County,McCreary,2015,Number,71
County,McCreary,2016,Number,61
County,McCreary,2017,Number,86
County,McCreary,2018,Number,88
County,McCreary,2019,Number,120
County,McCreary,2020,Number,131
County,McCreary,2021,Number,134
County,McCreary,2022,Number,154
County,McLean,2001,Number,14
County,McLean,2002,Number,31
County,McLean,2003,Number,30
County,McLean,2004,Number,53
County,McLean,2005,Number,69
County,McLean,2006,Number,58
County,McLean,2007,Number,71
County,McLean,2008,Number,46
County,McLean,2009,Number,12
County,McLean,2010,Number,13
County,McLean,2011,Number,14
County,McLean,2012,Number,13
County,McLean,2013,Number,27
County,McLean,2014,Number,23
County,McLean,2015,Number,21
County,McLean,2016,Number,<10
County,McLean,2017,Number,<10
County,McLean,2018,Number,<10
County,McLean,2019,Number,21
County,McLean,2020,Number,20
County,McLean,2021,Number,11
County,McLean,2022,Number,10
County,Madison,2001,Number,677
County,Madison,2002,Number,843
County,Madison,2003,Number,859
County,Madison,2004,Number,1474
County,Madison,2005,Number,1661
County,Madison,2006,Number,1862
County,Madison,2007,Number,1948
County,Madison,2008,Number,2078
County,Madison,2009,Number,1798
County,Madison,2010,Number,1696
County,Madison,2011,Number,1711
County,Madison,2012,Number,1608
County,Madison,2013,Number,1172
County,Madison,2014,Number,927
County,Madison,2015,Number,894
County,Madison,2016,Number,1071
County,Madison,2017,Number,1126
County,Madison,2018,Number,1310
County,Madison,2019,Number,1396
County,Madison,2020,Number,1271
County,Madison,2021,Number,1149
County,Madison,2022,Number,1185
County,Magoffin,2001,Number,83
County,Magoffin,2002,Number,64
County,Magoffin,2003,Number,65
County,Magoffin,2004,Number,80
County,Magoffin,2005,Number,65
County,Magoffin,2006,Number,72
County,Magoffin,2007,Number,77
County,Magoffin,2008,Number,95
County,Magoffin,2009,Number,84
County,Magoffin,2010,Number,76
County,Magoffin,2011,Number,69
County,Magoffin,2012,Number,59
County,Magoffin,2013,Number,27
County,Magoffin,2014,Number,28
County,Magoffin,2015,Number,28
County,Magoffin,2016,Number,35
County,Magoffin,2017,Number,27
County,Magoffin,2018,Number,22
County,Magoffin,2019,Number,19
County,Magoffin,2020,Number,17
County,Magoffin,2021,Number,14
County,Magoffin,2022,Number,<10
County,Marion,2001,Number,98
County,Marion,2002,Number,101
County,Marion,2003,Number,135
County,Marion,2004,Number,203
County,Marion,2005,Number,231
County,Marion,2006,Number,295
County,Marion,2007,Number,313
County,Marion,2008,Number,324
County,Marion,2009,Number,282
County,Marion,2010,Number,277
County,Marion,2011,Number,317
County,Marion,2012,Number,336
County,Marion,2013,Number,228
County,Marion,2014,Number,188
County,Marion,2015,Number,129
County,Marion,2016,Number,155
County,Marion,2017,Number,183
County,Marion,2018,Number,240
County,Marion,2019,Number,207
County,Marion,2020,Number,189
County,Marion,2021,Number,123
County,Marion,2022,Number,117
County,Marshall,2001,Number,66
County,Marshall,2002,Number,231
County,Marshall,2003,Number,208
County,Marshall,2004,Number,352
County,Marshall,2005,Number,374
County,Marshall,2006,Number,408
County,Marshall,2007,Number,385
County,Marshall,2008,Number,365
County,Marshall,2009,Number,278
County,Marshall,2010,Number,279
County,Marshall,2011,Number,293
County,Marshall,2012,Number,292
County,Marshall,2013,Number,196
County,Marshall,2014,Number,152
County,Marshall,2015,Number,113
County,Marshall,2016,Number,118
County,Marshall,2017,Number,154
County,Marshall,2018,Number,182
County,Marshall,2019,Number,231
County,Marshall,2020,Number,166
County,Marshall,2021,Number,146
County,Marshall,2022,Number,140
County,Martin,2001,Number,181
County,Martin,2002,Number,71
County,Martin,2003,Number,51
County,Martin,2004,Number,64
County,Martin,2005,Number,35
County,Martin,2006,Number,31
County,Martin,2007,Number,14
County,Martin,2008,Number,7
County,Martin,2009,Number,9
County,Martin,2010,Number,5
County,Martin,2011,Number,3
County,Martin,2012,Number,5
County,Martin,2013,Number,<10
County,Martin,2014,Number,<10
County,Martin,2015,Number,<10
County,Martin,2016,Number,<10
County,Martin,2017,Number,<10
County,Martin,2018,Number,<10
County,Martin,2019,Number,<10
County,Martin,2020,Number,<10
County,Martin,2021,Number,<10
County,Martin,2022,Number,<10
County,Mason,2001,Number,123
County,Mason,2002,Number,213
County,Mason,2003,Number,184
County,Mason,2004,Number,313
County,Mason,2005,Number,328
County,Mason,2006,Number,330
County,Mason,2007,Number,342
County,Mason,2008,Number,361
County,Mason,2009,Number,369
County,Mason,2010,Number,354
County,Mason,2011,Number,367
County,Mason,2012,Number,345
County,Mason,2013,Number,187
County,Mason,2014,Number,140
County,Mason,2015,Number,120
County,Mason,2016,Number,150
County,Mason,2017,Number,145
County,Mason,2018,Number,163
County,Mason,2019,Number,188
County,Mason,2020,Number,130
County,Mason,2021,Number,140
County,Mason,2022,Number,136
County,Meade,2001,Number,36
County,Meade,2002,Number,201
County,Meade,2003,Number,229
County,Meade,2004,Number,376
County,Meade,2005,Number,413
County,Meade,2006,Number,370
County,Meade,2007,Number,344
County,Meade,2008,Number,334
County,Meade,2009,Number,293
County,Meade,2010,Number,266
County,Meade,2011,Number,298
County,Meade,2012,Number,275
County,Meade,2013,Number,255
County,Meade,2014,Number,163
County,Meade,2015,Number,132
County,Meade,2016,Number,154
County,Meade,2017,Number,152
County,Meade,2018,Number,148
County,Meade,2019,Number,198
County,Meade,2020,Number,166
County,Meade,2021,Number,123
County,Meade,2022,Number,112
County,Menifee,2001,Number,181
County,Menifee,2002,Number,33
County,Menifee,2003,Number,35
County,Menifee,2004,Number,66
County,Menifee,2005,Number,50
County,Menifee,2006,Number,60
County,Menifee,2007,Number,50
County,Menifee,2008,Number,27
County,Menifee,2009,Number,50
County,Menifee,2010,Number,11
County,Menifee,2011,Number,21
County,Menifee,2012,Number,1
County,Menifee,2013,Number,21
County,Menifee,2014,Number,12
County,Menifee,2015,Number,<10
County,Menifee,2016,Number,<10
County,Menifee,2017,Number,<10
County,Menifee,2018,Number,<10
County,Menifee,2019,Number,19
County,Menifee,2020,Number,20
County,Menifee,2021,Number,11
County,Menifee,2022,Number,<10
County,Mercer,2001,Number,32
County,Mercer,2002,Number,181
County,Mercer,2003,Number,196
